Account,trading_date,total_pnl,avg_pnl_per_trade,total_trades,total_volume_usd,avg_trade_size_usd,max_trade_size_usd,buy_trades_count,unique_coins_traded,total_fees,sell_trades_count,buy_sell_ratio,profitable_day,net_profit_after_fees,roi_percentage,pnl_volatility,sharpe_ratio_daily,trades_per_coin,date_standardized,sentiment_score,market_regime,cycle_phase,performance_in_fear,performance_in_greed,performance_in_neutral,contrarian_indicator,momentum_indicator
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-24,51021.3579,1546.1018,33,1166836.03,35358.6676,785654.97,12,1,379.9532,21,0.5714013618399123,1,50641.4047,4.3726,8322.678707357853,6.1304,33.0,2025-02-24,3,Balanced,Stable,0.0,0.0,51021.3579,0,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-25,7932.6016,793.2602,10,117841.25,11784.125,40630.0,10,1,11.7841,0,10000.0,1,7920.8175,6.7316,980.7409636070076,8.0884,10.0,2025-02-25,2,Fear_Dominated,Declining,7932.6016,0.0,0.0,1,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-27,0.0,0.0,9,318183.21,35353.69,195231.34,0,1,31.8183,9,0.0,0,-31.8183,0.0,0.0,0.0,9.0,2025-02-27,1,Fear_Dominated,Stable,0.0,0.0,0.0,0,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-01,970.7195,242.6799,4,6869.54,1717.385,3000.05,4,1,0.3435,0,4000.0,1,970.3760000000001,14.1308,209.56108317374333,4.6321,4.0,2025-03-01,1,Fear_Dominated,Stable,970.7195,0.0,0.0,1,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-03,64861.8954,842.3623,77,505009.56,6558.5657,69858.53,64,2,25.2504,13,4.922698253980463,1,64836.645000000004,12.8437,1798.8372595576757,36.0577,38.5,2025-03-03,2,Fear_Dominated,Stable,64861.8954,0.0,0.0,1,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-24,179.9754,179.9754,1,889.13,889.13,889.13,1,1,0.0889,0,1000.0,1,179.8865,20.2417,0.0,179975.4,1.0,2025-03-24,3,Balanced,Recovery,0.0,0.0,179.9754,0,0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-04-12,80754.1965,13459.0327,6,174762.8,29127.1333,170279.86,6,1,17.4763,0,6000.0,1,80736.72020000001,46.2079,31956.168806491638,2.527,6.0,2025-04-12,2,Fear_Dominated,Stable,80754.1965,0.0,0.0,1,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-29,6490.8082,282.2091,23,40903.71,1778.4222,12000.73,0,1,14.3163,23,0.0,1,6476.4919,15.8685,411.7700635831039,15.7631,23.0,2024-11-29,5,Greed_Dominated,Stable,0.0,6490.8082,0.0,0,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-30,4658.3545,160.6329,29,89685.96,3092.6193,23456.31,7,1,18.859,22,0.3181673560292714,1,4639.4955,5.1941,259.07458569757193,17.9807,29.0,2024-11-30,5,Greed_Dominated,Stable,0.0,4658.3545,0.0,0,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-06,3479.4195,69.5884,50,94441.24,1888.8248,34424.25,29,1,6.3155,21,1.3808866244464548,1,3473.104,3.6842,330.9068373832015,10.5148,50.0,2024-12-06,4,Greed_Dominated,Topping,0.0,3479.4195,0.0,0,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-09,2145.9864,23.0751,93,94276.12,1013.7217,4255.79,42,1,17.5567,51,0.8235132644457952,1,2128.4296999999997,2.2763,39.36601137276373,54.5123,93.0,2024-12-09,5,Greed_Dominated,Stable,0.0,2145.9864,0.0,0,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-18,1505.9975,36.7316,41,86274.62,2104.259,44497.83,31,1,19.203,10,3.0996900309969004,1,1486.7945,1.7456,194.8797502308728,7.7278,41.0,2024-12-18,5,Greed_Dominated,Stable,0.0,1505.9975,0.0,0,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-20,906.8412,37.7851,24,247189.73,10299.5721,34069.0,7,1,86.5164,17,0.41174048585377326,1,820.3248,0.3669,50.391428287599624,17.9956,24.0,2024-12-20,4,Greed_Dominated,Topping,0.0,906.8412,0.0,0,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-13,0.0,0.0,10,36640.19,3664.019,20964.0,10,1,60.9174,0,10000.0,0,-60.9174,0.0,0.0,0.0,10.0,2025-01-13,4,Greed_Dominated,Stable,0.0,0.0,0.0,0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,4399.3564,366.613,12,40635.3,3386.275,22417.01,0,1,14.2224,12,0.0,1,4385.134,10.8264,835.1618525148808,5.2677,12.0,2025-01-17,5,Greed_Dominated,Stable,0.0,4399.3564,0.0,0,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,2575.263,41.5365,62,196972.36,3176.9735,38931.02,17,2,163.0198,45,0.3777693829026022,1,2412.2432,1.3074,114.93440389554588,22.4062,31.0,2025-01-18,5,Greed_Dominated,Stable,0.0,2575.263,0.0,0,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,2785.8157,59.2727,47,83262.28,1771.5379,4870.54,18,1,16.5408,29,0.6206682528188683,1,2769.2749,3.3458,79.34182445894695,35.1111,47.0,2025-01-19,5,Greed_Dominated,Stable,0.0,2785.8157,0.0,0,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-23,697.287,5.2825,132,242773.98,1839.1968,11112.5,55,1,43.5756,77,0.7142764379683381,1,653.7114,0.2872,8.32666495526862,83.7314,132.0,2025-01-23,5,Greed_Dominated,Stable,0.0,697.287,0.0,0,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,116.3789,2.2819,51,61333.66,1202.6208,5575.41,16,1,12.6364,35,0.45712979629153455,1,103.7425,0.1897,4.002734730776651,29.0676,51.0,2025-01-24,5,Greed_Dominated,Stable,0.0,116.3789,0.0,0,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,37.9487,1.3553,28,37080.24,1324.2943,7722.22,27,1,0.6734,1,26.973026973026975,1,37.2753,0.1023,7.171632844193942,5.2908,28.0,2025-01-25,5,Greed_Dominated,Stable,0.0,37.9487,0.0,0,1
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,0.0,0.0,15,25042.05,1669.47,5996.6,15,1,0.3967,0,15000.0,0,-0.3967,0.0,0.0,0.0,15.0,2025-01-27,4,Greed_Dominated,Stable,0.0,0.0,0.0,0,0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,2937.2681,63.8537,46,58164.11,1264.4372,5725.86,19,1,11.4276,27,0.7036776415688307,1,2925.8405,5.05,128.81920764750882,22.8013,46.0,2025-01-28,4,Greed_Dominated,Stable,0.0,2937.2681,0.0,0,1
